ID,REST: Monthly Sales MOD,REST: Monthly rent MOD,REST: Monthly Expenses MOD,REST: Dividends MOD,REST: Staff size MOD,REST: No Wtr MOD,REST: No Ktch Wkr MOD,REST: No tables MOD,REST: Total Capital MOD,REST: Total Partners MOD,REST: No Act Part MOD,REST:  No Pass Part MOD,REST: Applicant invest yr MOD,LRC: Did the applicant apply for Laborer's Return Certificate? MOD,MRC: Did the applicant apply for Merchant's Return Certificate? MOD,MRC: Total number of witnesses
D8E7S,4000.0,345.0,2662.95(p2),,4.0,1.0,3.0,18.0,6000.0,6.0,3.0,3.0,1928.0,0.0,1.0,4.0
60H40,,2000.0,3400.19(p2),,30.0,18.0,12.0,200.0,90000.0,88.0,8.0,80.0,1924.0,0.0,1.0,2.0
ZYUTZ,,2141.66,3452.51(p2),20.0,30.0,18.0,12.0,80.99(p1),110000.0,149.0,12.0,137.0,1926.0,0.0,1.0,4.0
SDHXZ,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
MRRKN,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
8E75A,,,1280.20(p2),,8.31(p1),7.84(p1),2.11(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,1.0,2.0
YX2WP,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
L4RN6,,,1960.64(p2),,9.88(p1),7.65(p1),0.97(p1),35.70(p1),,5.0,5.0,1.64(p2),1920.0,0.0,1.0,2.0
EHACO,,,1209.97(p2),,8.31(p1),8.32(p1),1.78(p1),35.70(p1),,5.0,2.99(p2),1.64(p2),1920.0,0.0,1.0,1.0
I4VDW,,,1280.20(p2),,8.31(p1),7.84(p1),2.11(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,1.0,2.0
V4HQX,,,1000.0,90.0,21.0,13.0,8.0,38.21(p1),30440.0,13.52(p2),3.23(p2),1.64(p2),1919.0,0.0,1.0,8.0
GPIPA,,2141.66,3424.52(p2),20.0,30.0,18.0,12.0,80.99(p1),110000.0,149.0,12.0,137.0,1926.0,0.0,1.0,3.0
6CZQT,,,2572.30(p2),,11.46(p1),7.97(p1),1.87(p1),100.0,20450.0,44.0,5.0,39.0,1911.0,0.0,1.0,2.0
8YWO0,3000.0,,1795.80(p2),5.0,12.0,6.90(p1),4.21(p1),20.0,15000.0,5.0,2.11(p2),1.64(p2),1919.0,0.0,1.0,2.0
AD3M7,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
K12DD,,,1283.27(p2),,10.10(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,1.0,3.0
DZV20,3000.0,2042.0,3610.16(p2),,60.0,14.86(p1),12.89(p1),38.21(p1),99500.0,40.0,5.0,35.0,1921.0,0.0,1.0,3.0
9GAD9,8000.0,500.0,5952.64(p2),2.0,14.0,7.0,7.0,75.0,28000.0,29.0,4.0,25.0,1927.0,0.0,1.0,2.0
CFRVF,,2000.0,3400.19(p2),,30.0,18.0,12.0,200.0,90000.0,88.0,8.0,80.0,1924.0,0.0,1.0,2.0
JV6WH,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
Z4NHN,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
DLBL9,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,1.0,
BX03C,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,1.0,
8BR8J,8333.0,583.0,4676.58(p2),,15.93(p1),7.91(p1),2.08(p1),35.70(p1),,30.0,1.0,29.0,1920.0,0.0,1.0,2.0
KJB5P,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
OACOE,,,1275.96(p2),,7.29(p1),9.26(p1),2.25(p1),25.0,10400.0,6.74(p2),2.83(p2),1.64(p2),1922.0,1.0,0.0,
8S7I4,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
OSPCF,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
U08TD,,,1227.52(p2),,8.31(p1),7.84(p1),2.30(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),1912.0,1.0,0.0,
3BRMP,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,1.0,
RCCFX,75000.0,2042.0,4795.30(p2),,25.75(p1),9.17(p1),2.09(p1),35.70(p1),99500.0,60.0,4.00(p2),48.87(p2),1921.0,0.0,1.0,3.0
0CE69,,2042.0,2487.46(p2),,24.39(p1),8.50(p1),1.34(p1),35.70(p1),150000.0,32.43(p2),6.0,1.64(p2),1921.0,0.0,1.0,3.0
QG542,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
63TXI,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
QNNG2,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
IP0CO,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
TGZAE,1000.0,40.0,1573.23(p2),50.0,6.41(p1),1.0,3.02(p1),8.0,1600.0,4.0,3.0,1.0,1918.0,0.0,1.0,2.0
L4N60,8000.0,500.0,4546.25(p2),,18.0,12.0,6.0,90.0,20000.0,6.0,2.0,4.0,1921.0,0.0,1.0,2.0
KQPTJ,5000.0,375.0,5849.91(p2),16.0,7.0,4.0,3.0,45.0,15000.0,24.0,6.0,18.0,1914.0,0.0,1.0,2.0
UELBA,,200.0,3092.75(p2),28.0,8.14(p1),9.21(p1),0.84(p1),35.70(p1),20000.0,20.0,6.0,14.0,1922.0,0.0,1.0,2.0
SDMB9,4000.0,125.0,2640.95(p2),,8.0,4.0,2.0,17.0,15000.0,5.0,5.0,0.001,1922.0,0.0,1.0,2.0
ONLOM,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
XG9FQ,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
PFKA5,4000.0,150.0,2271.25(p2),,22.0,10.0,12.0,16.0,10000.0,12.0,3.15(p2),3.67(p2),1922.0,0.0,1.0,2.0
AB98M,667.0,,1243.46(p2),,7.95(p1),6.67(p1),2.06(p1),35.70(p1),,6.74(p2),2.87(p2),1.64(p2),1921.0,0.0,1.0,2.0
9RT4W,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
SVGW6,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
7Y1BR,3000.0,125.0,1762.65(p2),,7.0,3.0,4.0,22.0,9000.0,3.0,2.0,1.0,1921.0,0.0,1.0,2.0
QUV30,,,1283.27(p2),,10.10(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,1.0,3.0
ND9F6,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
2EK4T,,125.0,1605.79(p2),15.0,10.04(p1),9.0,1.91(p1),30.0,10680.0,14.0,3.25(p2),5.82(p2),1917.0,0.0,1.0,2.0
SUNVX,,,2288.00(p2),10.0,8.0,4.0,4.0,35.0,10000.0,10.0,1.0,9.0,1921.0,0.0,1.0,2.0
9AH3C,,725.0,2562.34(p2),,19.0,8.0,11.0,87.0,33500.0,81.0,4.13(p2),42.18(p2),1920.0,0.0,1.0,2.0
I5UCY,,275.0,2986.02(p2),,9.08(p1),8.05(p1),1.41(p1),280.0,17500.0,24.0,5.0,19.0,1917.0,0.0,1.0,2.0
WBVY9,3333.0,125.0,1330.06(p2),,5.0,2.0,3.0,22.0,8000.0,6.0,2.0,4.0,1921.0,0.0,1.0,2.0
8UAYY,,150.0,2481.20(p2),,10.12(p1),5.05(p1),1.14(p1),35.70(p1),,8.0,6.0,2.0,1906.0,0.0,1.0,2.0
MF2GF,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
I981Y,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
WDNX0,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
ONNV0,125.0,,2448.03(p2),,1.0,3.02(p1),1.0,21.27(p1),9500.0,11.0,6.0,5.0,1920.0,1.0,0.0,
TE32V,5250.0,,5354.77(p2),20.0,13.0,7.0,6.0,200.0,20000.0,10.0,5.0,5.0,1920.0,0.0,1.0,4.0
890JS,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
JER71,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
MKQGP,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
QVXUU,,,1319.52(p2),,8.31(p1),8.35(p1),2.15(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),1925.0,1.0,0.0,
I5Y87,9166.0,333.0,5348.54(p2),,4.0,2.0,2.0,46.0,53000.0,11.0,11.0,0.001,1919.0,0.0,1.0,2.0
4NEVN,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
XCD4P,,,1280.20(p2),,8.31(p1),7.84(p1),2.11(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,1.0,1.0
ZOLM0,,,1283.27(p2),,10.10(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,1.0,3.0
JWXYR,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
30SNC,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
VJRTQ,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
C2VK3,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
MJ833,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
HQF5X,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
58VA0,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
SN4Q3,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
4U9EJ,,,1319.52(p2),,8.31(p1),8.35(p1),2.14(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),1928.0,1.0,0.0,
VP4IQ,,,1280.20(p2),,8.31(p1),7.84(p1),2.11(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,1.0,1.0
FDDSK,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
WEGSE,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,1.0,
DAIP0,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
3IE7O,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
63M7U,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
TAFYO,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
RHJEJ,,,1759.47(p2),20.0,8.31(p1),8.25(p1),1.77(p1),35.70(p1),,12.0,3.68(p2),3.67(p2),1916.0,1.0,0.0,
CETMQ,,,2577.70(p2),,11.84(p1),7.17(p1),1.75(p1),35.70(p1),,29.0,4.0,25.0,,0.0,1.0,2.0
ZUJW5,3333.0,300.0,3089.53(p2),30.0,4.0,2.0,2.0,21.27(p1),8000.0,7.0,5.0,2.0,1925.0,0.0,1.0,2.0
U3OUK,,,1230.60(p2),,10.10(p1),7.84(p1),2.18(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),1915.0,0.0,1.0,3.0
RC4YA,,,1280.20(p2),,8.31(p1),7.84(p1),2.11(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,1.0,1.0
JCMHS,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
ZMAU2,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
XX2JO,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
VDK69,4000.0,131.0,2000.0,,4.0,2.0,2.0,21.27(p1),6500.0,6.0,5.0,1.0,1912.0,0.0,1.0,3.0
TBIZI,6000.0,317.0,4968.83(p2),15.0,11.0,8.0,3.0,35.70(p1),20450.0,40.0,2.0,38.0,1911.0,0.0,1.0,2.0
PZR1E,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
TGHWM,2100.0,175.0,1500.0,,5.0,3.0,2.0,14.0,4500.0,11.0,2.0,9.0,1917.0,0.0,1.0,2.0
NFM4N,2800.0,45.0,1300.0,40.0,8.0,5.0,3.0,21.27(p1),8000.0,2.0,1.0,1.0,1915.0,0.0,1.0,2.0
H6ECA,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
10TER,,,1311.26(p2),,10.10(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,1.0,5.0
S2IX2,3000.0,75.0,1300.0,40.0,8.0,4.0,4.0,20.0,3500.0,1.0,1.0,0.001,1918.0,0.0,1.0,2.0
2T6O8,,,1960.64(p2),,9.88(p1),5.68(p1),0.73(p1),35.70(p1),,5.0,5.0,0.001,1920.0,0.0,0.0,
V0EE6,,52.0,2564.63(p2),10.0,9.08(p1),7.53(p1),0.88(p1),21.27(p1),12000.0,24.0,9.0,15.0,1917.0,0.0,1.0,2.0
MP2U2,18333.0,1125.0,5509.73(p2),,14.01(p1),6.96(p1),1.76(p1),150.0,,80.0,5.0,75.0,1920.0,0.0,1.0,2.0
JGBO1,,,1227.52(p2),,8.31(p1),8.35(p1),2.14(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),1920.0,1.0,0.0,
WZIAI,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
I4QP3,3333.0,,2764.79(p2),,7.29(p1),5.15(p1),2.36(p1),21.27(p1),5000.0,7.0,3.0,4.0,1926.0,0.0,1.0,3.0
EJM3W,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
HQO9M,,,1227.52(p2),,8.31(p1),7.87(p1),2.30(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),1902.0,1.0,0.0,
BRI1I,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
NL01Y,,,1227.52(p2),,8.31(p1),7.87(p1),2.30(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),1902.0,1.0,0.0,
C97FZ,833.0,90.0,3000.0,,6.49(p1),6.31(p1),1.88(p1),21.27(p1),6500.0,8.0,3.0,5.0,1913.0,0.0,1.0,4.0
BBKKG,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
D1UVC,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
UBMP1,5000.0,350.0,5490.60(p2),,11.63(p1),6.69(p1),1.34(p1),54.0,30000.0,31.0,8.0,23.0,1922.0,0.0,1.0,4.0
KUKFJ,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
XJR2M,1600.0,125.0,1956.97(p2),,7.67(p1),4.88(p1),2.07(p1),36.0,15000.0,6.0,3.0,3.0,1921.0,0.0,1.0,2.0
808CX,9000.0,285.0,4810.46(p2),50.0,9.0,4.0,5.0,39.0,8000.0,7.0,1.34(p2),2.04(p2),1914.0,0.0,1.0,2.0
48MY6,5000.0,285.0,5440.33(p2),50.0,16.0,8.0,8.0,39.0,8000.0,7.0,4.0,3.0,1914.0,0.0,1.0,2.0
YS3EJ,,,1280.20(p2),,8.31(p1),7.84(p1),2.11(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,1.0,2.0
JS7AS,6000.0,,3915.23(p2),,14.0,9.0,5.0,23.78(p1),11000.0,5.0,1.39(p2),1.64(p2),1917.0,1.0,0.0,
KTUAO,,,1217.48(p2),,7.67(p1),9.10(p1),2.12(p1),21.27(p1),11000.0,6.74(p2),2.83(p2),1.64(p2),1917.0,0.0,0.0,
TOHTT,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
94BE5,7000.0,325.0,6053.02(p2),,7.0,2.92(p1),3.82(p1),36.0,30000.0,15.0,4.0,11.0,1922.0,0.0,1.0,2.0
AG1QP,9167.0,80.0,5619.43(p2),,30.0,14.90(p1),13.78(p1),38.21(p1),30000.0,30.0,14.0,16.0,1915.0,0.0,1.0,4.0
P0ZJY,5000.0,225.0,5687.56(p2),15.0,9.0,5.0,2.0,30.0,26000.0,17.0,5.0,12.0,1920.0,0.0,1.0,2.0
3298N,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
UXFXW,2500.0,75.0,1163.69(p2),10.0,6.0,3.0,3.0,13.0,8000.0,4.0,1.0,3.0,1921.0,0.0,1.0,2.0
TY3KA,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
YJKER,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
W6OYG,5000.0,275.0,5000.29(p2),,7.0,3.0,4.0,35.0,16500.0,40.0,1.0,39.0,1920.0,0.0,1.0,
UT8G7,1500.0,150.0,2515.38(p2),10.0,7.29(p1),5.24(p1),2.04(p1),21.27(p1),6000.0,7.0,3.0,4.0,1921.0,0.0,1.0,3.0
FGUYX,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
M9J7T,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
R2UJC,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
URBMZ,4000.0,400.0,2716.06(p2),10.0,9.0,5.0,4.0,25.0,9000.0,10.0,2.0,8.0,1919.0,0.0,1.0,2.0
6B984,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
4F50G,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
RX0FG,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
WGGVE,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
5HQ8B,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
IJNRX,,500.0,2495.07(p2),,28.0,12.0,16.0,29.0,11000.0,28.0,3.49(p2),16.41(p2),1916.0,0.0,1.0,2.0
2MSG4,5000.0,150.0,4866.60(p2),10.0,7.66(p1),4.0,1.66(p1),42.0,17000.0,8.0,5.0,3.0,1918.0,0.0,1.0,3.0
KLYTT,5000.0,150.0,5442.95(p2),10.0,8.0,4.0,4.0,42.0,175000.0,12.0,4.0,8.0,1918.0,0.0,1.0,2.0
1FTJH,2500.0,300.0,2229.99(p2),10.0,14.71(p1),8.09(p1),1.81(p1),21.81(p1),15500.0,42.0,1.0,41.0,1917.0,0.0,1.0,2.0
5FTXP,4167.0,167.0,2050.12(p2),15.0,5.0,4.0,1.0,22.0,10000.0,5.0,5.0,0.001,1919.0,0.0,1.0,2.0
RUHGF,7000.0,625.0,5925.85(p2),10.0,24.0,10.0,14.0,64.0,38500.0,40.0,3.0,37.0,1921.0,0.0,1.0,2.0
Z6BMU,1000.0,50.0,1071.49(p2),,7.29(p1),3.10(p1),1.65(p1),21.27(p1),5000.0,1.0,1.0,0.001,1918.0,0.0,1.0,2.0
RREOT,5833.0,500.0,3916.42(p2),,7.14(p1),5.0,2.79(p1),50.0,,6.74(p2),3.21(p2),1.64(p2),1920.0,0.0,1.0,2.0
GKZO6,3000.0,200.0,2629.15(p2),25.0,20.0,12.0,8.0,60.0,12000.0,9.0,1.71(p2),3.67(p2),1920.0,0.0,1.0,2.0
48BD2,,180.0,1606.22(p2),15.0,10.04(p1),13.0,1.67(p1),26.0,10000.0,12.0,3.25(p2),3.67(p2),1920.0,0.0,1.0,2.0
4GDBV,4000.0,150.0,1768.22(p2),,11.0,5.0,6.0,31.0,28000.0,12.09(p2),2.22(p2),1.64(p2),1920.0,0.0,1.0,2.0
6CBQF,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
39O7H,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
5JP8R,6000.0,84.0,5249.46(p2),,10.0,5.0,5.0,80.0,20000.0,15.0,10.0,5.0,1920.0,0.0,1.0,2.0
IUIX6,,215.0,2770.71(p2),,18.0,12.0,6.0,110.0,21000.0,13.52(p2),5.0,1.64(p2),1920.0,0.0,1.0,2.0
QLUQZ,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,0.0,0.0,
ONSVM,10000.0,,4861.95(p2),10.0,17.0,9.30(p1),8.31(p1),64.0,45000.0,40.0,4.05(p2),21.93(p2),1919.0,0.0,1.0,2.0
3ZVLI,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
C3IG5,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
OVQAX,,150.0,1695.73(p2),,8.0,4.0,4.0,20.0,10000.0,6.0,1.18(p2),1.64(p2),1921.0,0.0,1.0,2.0
V0GOL,,,1227.52(p2),,8.31(p1),7.84(p1),2.15(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),1918.0,1.0,0.0,
I789P,,,1280.20(p2),,8.31(p1),7.84(p1),2.12(p1),35.70(p1),,6.74(p2),3.48(p2),1.64(p2),,1.0,0.0,
74KKV,2500.0,150.0,2955.88(p2),35.0,10.0,6.0,4.0,34.0,9000.0,14.0,4.0,10.0,1919.0,0.0,1.0,2.0
6UM7M,1583.0,50.0,1685.64(p2),,5.0,3.0,2.0,14.0,4000.0,4.0,4.0,0.001,1920.0,0.0,1.0,3.0
0S5H6,8000.0,,5418.44(p2),15.0,17.0,10.0,7.0,40.0,10000.0,9.0,3.0,6.0,1911.0,0.0,1.0,4.0
J4KKZ,14000.0,349.99,4308.23(p2),30.0,14.96(p1),8.58(p1),2.54(p1),90.0,30440.0,19.19(p2),3.53(p2),1.64(p2),1912.0,0.0,1.0,2.0
S1WH1,10000.0,215.0,5236.06(p2),,22.0,12.29(p1),11.79(p1),130.0,21000.0,87.0,4.15(p2),42.18(p2),1919.0,0.0,1.0,2.0
3X638,,150.0,2282.48(p2),30.0,16.0,9.49(p1),8.58(p1),32.0,12000.0,16.0,3.42(p2),7.07(p2),1920.0,0.0,1.0,2.0
286ZU,10500.0,417.0,5471.37(p2),,5.0,3.36(p1),1.93(p1),21.27(p1),10500.0,9.0,4.0,5.0,1920.0,0.0,1.0,3.0
77LV8,4000.0,75.0,1752.08(p2),20.0,9.0,5.0,4.0,25.0,10000.0,5.0,2.0,3.0,1916.0,0.0,1.0,2.0
4E3DO,3750.0,200.0,3475.42(p2),,10.0,6.0,4.0,28.0,11200.0,30.0,3.0,27.0,1918.0,0.0,1.0,2.0
FPPCN,1000.0,75.0,2145.06(p2),,9.0,4.16(p1),4.24(p1),18.0,10000.0,9.0,2.00(p2),3.67(p2),1919.0,0.0,1.0,2.0
TLQXD,,65.0,1724.19(p2),15.0,7.24(p1),7.0,1.91(p1),21.27(p1),5000.0,9.0,1.0,8.0,1912.0,0.0,1.0,2.0
Q6KMO,,,2241.15(p2),25.0,11.0,6.38(p1),4.26(p1),30.0,10000.0,12.0,2.74(p2),3.67(p2),1919.0,0.0,1.0,2.0
