ID,REST: Monthly Sales MOD,REST: Monthly rent MOD,REST: Monthly Expenses MOD,REST: Dividends MOD,REST: Staff size MOD,REST: No Wtr MOD,REST: No Ktch Wkr MOD,REST: No tables MOD,REST: Total Capital MOD,REST: Total Partners MOD,REST: No Act Part MOD,REST:  No Pass Part MOD,REST: Applicant invest yr MOD,LRC: Did the applicant apply for Laborer's Return Certificate? MOD,MRC: Did the applicant apply for Merchant's Return Certificate? MOD,MRC: Total number of witnesses
ONLOM,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
XG9FQ,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
PFKA5,4000.0,150.0,2271.25,,22.0,10.0,12.0,16.0,10000.0,12.0,3.15,3.67,1922.0,0.0,1.0,2.0
AB98M,667.0,,1243.46,,7.95,6.67,2.06,35.7,,6.74,2.87,1.64,1921.0,0.0,1.0,2.0
9RT4W,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
SVGW6,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
7Y1BR,3000.0,125.0,1762.65,,7.0,3.0,4.0,22.0,9000.0,3.0,2.0,1.0,1921.0,0.0,1.0,2.0
QUV30,,,1283.27,,10.1,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,1.0,3.0
ND9F6,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
2EK4T,,125.0,1605.79,15.0,10.04,9.0,1.91,30.0,10680.0,14.0,3.25,5.82,1917.0,0.0,1.0,2.0
SUNVX,,,2288.0,10.0,8.0,4.0,4.0,35.0,10000.0,10.0,1.0,9.0,1921.0,0.0,1.0,2.0
9AH3C,,725.0,2562.34,,19.0,8.0,11.0,87.0,33500.0,81.0,4.13,42.18,1920.0,0.0,1.0,2.0
I5UCY,,275.0,2986.02,,9.08,8.05,1.41,280.0,17500.0,24.0,5.0,19.0,1917.0,0.0,1.0,2.0
WBVY9,3333.0,125.0,1330.06,,5.0,2.0,3.0,22.0,8000.0,6.0,2.0,4.0,1921.0,0.0,1.0,2.0
8UAYY,,150.0,2481.2,,10.12,5.05,1.14,35.7,,8.0,6.0,2.0,1906.0,0.0,1.0,2.0
MF2GF,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
I981Y,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
WDNX0,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
ONNV0,125.0,,2448.03,,1.0,3.02,1.0,21.27,9500.0,11.0,6.0,5.0,1920.0,1.0,0.0,
TE32V,5250.0,,5354.77,20.0,13.0,7.0,6.0,200.0,20000.0,10.0,5.0,5.0,1920.0,0.0,1.0,4.0
890JS,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
JER71,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
MKQGP,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
QVXUU,,,1319.52,,8.31,8.35,2.15,35.7,,6.74,3.48,1.64,1925.0,1.0,0.0,
I5Y87,9166.0,333.0,5348.54,,4.0,2.0,2.0,46.0,53000.0,11.0,11.0,0.001,1919.0,0.0,1.0,2.0
4NEVN,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
XCD4P,,,1280.2,,8.31,7.84,2.11,35.7,,6.74,3.48,1.64,,0.0,1.0,1.0
ZOLM0,,,1283.27,,10.1,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,1.0,3.0
JWXYR,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
30SNC,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
VJRTQ,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
C2VK3,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
MJ833,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
HQF5X,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
58VA0,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
SN4Q3,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
4U9EJ,,,1319.52,,8.31,8.35,2.14,35.7,,6.74,3.48,1.64,1928.0,1.0,0.0,
VP4IQ,,,1280.2,,8.31,7.84,2.11,35.7,,6.74,3.48,1.64,,0.0,1.0,1.0
FDDSK,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
WEGSE,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,1.0,
DAIP0,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
3IE7O,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
63M7U,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
TAFYO,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
RHJEJ,,,1759.47,20.0,8.31,8.25,1.77,35.7,,12.0,3.68,3.67,1916.0,1.0,0.0,
CETMQ,,,2577.7,,11.84,7.17,1.75,35.7,,29.0,4.0,25.0,,0.0,1.0,2.0
ZUJW5,3333.0,300.0,3089.53,30.0,4.0,2.0,2.0,21.27,8000.0,7.0,5.0,2.0,1925.0,0.0,1.0,2.0
U3OUK,,,1230.6,,10.1,7.84,2.18,35.7,,6.74,3.48,1.64,1915.0,0.0,1.0,3.0
RC4YA,,,1280.2,,8.31,7.84,2.11,35.7,,6.74,3.48,1.64,,0.0,1.0,1.0
JCMHS,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
ZMAU2,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
XX2JO,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
VDK69,4000.0,131.0,2000.0,,4.0,2.0,2.0,21.27,6500.0,6.0,5.0,1.0,1912.0,0.0,1.0,3.0
TBIZI,6000.0,317.0,4968.83,15.0,11.0,8.0,3.0,35.7,20450.0,40.0,2.0,38.0,1911.0,0.0,1.0,2.0
PZR1E,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
TGHWM,2100.0,175.0,1500.0,,5.0,3.0,2.0,14.0,4500.0,11.0,2.0,9.0,1917.0,0.0,1.0,2.0
NFM4N,2800.0,45.0,1300.0,40.0,8.0,5.0,3.0,21.27,8000.0,2.0,1.0,1.0,1915.0,0.0,1.0,2.0
H6ECA,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
10TER,,,1311.26,,10.1,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,1.0,5.0
S2IX2,3000.0,75.0,1300.0,40.0,8.0,4.0,4.0,20.0,3500.0,1.0,1.0,0.001,1918.0,0.0,1.0,2.0
2T6O8,,,1960.64,,9.88,5.68,0.73,35.7,,5.0,5.0,0.001,1920.0,0.0,0.0,
V0EE6,,52.0,2564.63,10.0,9.08,7.53,0.88,21.27,12000.0,24.0,9.0,15.0,1917.0,0.0,1.0,2.0
MP2U2,18333.0,1125.0,5509.73,,14.01,6.96,1.76,150.0,,80.0,5.0,75.0,1920.0,0.0,1.0,2.0
JGBO1,,,1227.52,,8.31,8.35,2.14,35.7,,6.74,3.48,1.64,1920.0,1.0,0.0,
WZIAI,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
I4QP3,3333.0,,2764.79,,7.29,5.15,2.36,21.27,5000.0,7.0,3.0,4.0,1926.0,0.0,1.0,3.0
EJM3W,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
HQO9M,,,1227.52,,8.31,7.87,2.3,35.7,,6.74,3.48,1.64,1902.0,1.0,0.0,
BRI1I,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
NL01Y,,,1227.52,,8.31,7.87,2.3,35.7,,6.74,3.48,1.64,1902.0,1.0,0.0,
C97FZ,833.0,90.0,3000.0,,6.49,6.31,1.88,21.27,6500.0,8.0,3.0,5.0,1913.0,0.0,1.0,4.0
BBKKG,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
D1UVC,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
UBMP1,5000.0,350.0,5490.6,,11.63,6.69,1.34,54.0,30000.0,31.0,8.0,23.0,1922.0,0.0,1.0,4.0
KUKFJ,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
XJR2M,1600.0,125.0,1956.97,,7.67,4.88,2.07,36.0,15000.0,6.0,3.0,3.0,1921.0,0.0,1.0,2.0
808CX,9000.0,285.0,4810.46,50.0,9.0,4.0,5.0,39.0,8000.0,7.0,1.34,2.04,1914.0,0.0,1.0,2.0
48MY6,5000.0,285.0,5440.33,50.0,16.0,8.0,8.0,39.0,8000.0,7.0,4.0,3.0,1914.0,0.0,1.0,2.0
YS3EJ,,,1280.2,,8.31,7.84,2.11,35.7,,6.74,3.48,1.64,,0.0,1.0,2.0
JS7AS,6000.0,,3915.23,,14.0,9.0,5.0,23.78,11000.0,5.0,1.39,1.64,1917.0,1.0,0.0,
KTUAO,,,1217.48,,7.67,9.1,2.12,21.27,11000.0,6.74,2.83,1.64,1917.0,0.0,0.0,
TOHTT,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
94BE5,7000.0,325.0,6053.02,,7.0,2.92,3.82,36.0,30000.0,15.0,4.0,11.0,1922.0,0.0,1.0,2.0
AG1QP,9167.0,80.0,5619.43,,30.0,14.9,13.78,38.21,30000.0,30.0,14.0,16.0,1915.0,0.0,1.0,4.0
P0ZJY,5000.0,225.0,5687.56,15.0,9.0,5.0,2.0,30.0,26000.0,17.0,5.0,12.0,1920.0,0.0,1.0,2.0
3298N,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
UXFXW,2500.0,75.0,1163.69,10.0,6.0,3.0,3.0,13.0,8000.0,4.0,1.0,3.0,1921.0,0.0,1.0,2.0
TY3KA,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
YJKER,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
W6OYG,5000.0,275.0,5000.29,,7.0,3.0,4.0,35.0,16500.0,40.0,1.0,39.0,1920.0,0.0,1.0,
UT8G7,1500.0,150.0,2515.38,10.0,7.29,5.24,2.04,21.27,6000.0,7.0,3.0,4.0,1921.0,0.0,1.0,3.0
FGUYX,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
M9J7T,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
R2UJC,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
URBMZ,4000.0,400.0,2716.06,10.0,9.0,5.0,4.0,25.0,9000.0,10.0,2.0,8.0,1919.0,0.0,1.0,2.0
6B984,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
4F50G,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
RX0FG,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
WGGVE,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
5HQ8B,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
IJNRX,,500.0,2495.07,,28.0,12.0,16.0,29.0,11000.0,28.0,3.49,16.41,1916.0,0.0,1.0,2.0
2MSG4,5000.0,150.0,4866.6,10.0,7.66,4.0,1.66,42.0,17000.0,8.0,5.0,3.0,1918.0,0.0,1.0,3.0
KLYTT,5000.0,150.0,5442.95,10.0,8.0,4.0,4.0,42.0,175000.0,12.0,4.0,8.0,1918.0,0.0,1.0,2.0
1FTJH,2500.0,300.0,2229.99,10.0,14.71,8.09,1.81,21.81,15500.0,42.0,1.0,41.0,1917.0,0.0,1.0,2.0
5FTXP,4167.0,167.0,2050.12,15.0,5.0,4.0,1.0,22.0,10000.0,5.0,5.0,0.001,1919.0,0.0,1.0,2.0
RUHGF,7000.0,625.0,5925.85,10.0,24.0,10.0,14.0,64.0,38500.0,40.0,3.0,37.0,1921.0,0.0,1.0,2.0
Z6BMU,1000.0,50.0,1071.49,,7.29,3.1,1.65,21.27,5000.0,1.0,1.0,0.001,1918.0,0.0,1.0,2.0
RREOT,5833.0,500.0,3916.42,,7.14,5.0,2.79,50.0,,6.74,3.21,1.64,1920.0,0.0,1.0,2.0
GKZO6,3000.0,200.0,2629.15,25.0,20.0,12.0,8.0,60.0,12000.0,9.0,1.71,3.67,1920.0,0.0,1.0,2.0
48BD2,,180.0,1606.22,15.0,10.04,13.0,1.67,26.0,10000.0,12.0,3.25,3.67,1920.0,0.0,1.0,2.0
4GDBV,4000.0,150.0,1768.22,,11.0,5.0,6.0,31.0,28000.0,12.09,2.22,1.64,1920.0,0.0,1.0,2.0
6CBQF,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
39O7H,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
5JP8R,6000.0,84.0,5249.46,,10.0,5.0,5.0,80.0,20000.0,15.0,10.0,5.0,1920.0,0.0,1.0,2.0
IUIX6,,215.0,2770.71,,18.0,12.0,6.0,110.0,21000.0,13.52,5.0,1.64,1920.0,0.0,1.0,2.0
QLUQZ,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
ONSVM,10000.0,,4861.95,10.0,17.0,9.3,8.31,64.0,45000.0,40.0,4.05,21.93,1919.0,0.0,1.0,2.0
3ZVLI,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
C3IG5,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
OVQAX,,150.0,1695.73,,8.0,4.0,4.0,20.0,10000.0,6.0,1.18,1.64,1921.0,0.0,1.0,2.0
V0GOL,,,1227.52,,8.31,7.84,2.15,35.7,,6.74,3.48,1.64,1918.0,1.0,0.0,
I789P,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
74KKV,2500.0,150.0,2955.88,35.0,10.0,6.0,4.0,34.0,9000.0,14.0,4.0,10.0,1919.0,0.0,1.0,2.0
6UM7M,1583.0,50.0,1685.64,,5.0,3.0,2.0,14.0,4000.0,4.0,4.0,0.001,1920.0,0.0,1.0,3.0
0S5H6,8000.0,,5418.44,15.0,17.0,10.0,7.0,40.0,10000.0,9.0,3.0,6.0,1911.0,0.0,1.0,4.0
J4KKZ,14000.0,349.99,4308.23,30.0,14.96,8.58,2.54,90.0,30440.0,19.19,3.53,1.64,1912.0,0.0,1.0,2.0
S1WH1,10000.0,215.0,5236.06,,22.0,12.29,11.79,130.0,21000.0,87.0,4.15,42.18,1919.0,0.0,1.0,2.0
3X638,,150.0,2282.48,30.0,16.0,9.49,8.58,32.0,12000.0,16.0,3.42,7.07,1920.0,0.0,1.0,2.0
286ZU,10500.0,417.0,5471.37,,5.0,3.36,1.93,21.27,10500.0,9.0,4.0,5.0,1920.0,0.0,1.0,3.0
77LV8,4000.0,75.0,1752.08,20.0,9.0,5.0,4.0,25.0,10000.0,5.0,2.0,3.0,1916.0,0.0,1.0,2.0
4E3DO,3750.0,200.0,3475.42,,10.0,6.0,4.0,28.0,11200.0,30.0,3.0,27.0,1918.0,0.0,1.0,2.0
FPPCN,1000.0,75.0,2145.06,,9.0,4.16,4.24,18.0,10000.0,9.0,2.0,3.67,1919.0,0.0,1.0,2.0
TLQXD,,65.0,1724.19,15.0,7.24,7.0,1.91,21.27,5000.0,9.0,1.0,8.0,1912.0,0.0,1.0,2.0
Q6KMO,,,2241.15,25.0,11.0,6.38,4.26,30.0,10000.0,12.0,2.74,3.67,1919.0,0.0,1.0,2.0
SJFY6,,,2542.85,15.0,7.29,8.94,1.47,21.27,10500.0,15.0,4.0,11.0,1918.0,0.0,1.0,2.0
VV8OZ,,200.0,2541.36,10.0,18.0,9.0,9.0,65.0,15000.0,8.0,1.94,2.22,1915.0,0.0,1.0,2.0
2MV1H,,200.0,2541.36,10.0,18.0,9.0,9.0,65.0,15000.0,8.0,1.94,2.22,1915.0,1.0,0.0,
IAD6E,,,1699.02,60.0,19.47,6.69,1.67,35.7,70000.0,4.0,4.0,0.001,1914.0,0.0,1.0,2.0
SE162,,,1782.93,20.0,7.67,10.19,1.8,28.37,18000.0,7.0,2.9,2.04,1920.0,0.0,1.0,2.0
B1UQD,1000.0,125.0,2337.02,50.0,11.39,6.67,2.23,60.0,20000.0,40.0,4.0,36.0,1917.0,0.0,1.0,2.0
N67WN,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
BEM51,,180.0,2261.02,12.0,25.0,10.38,12.23,28.0,12200.0,25.0,3.64,11.07,1919.0,0.0,1.0,2.0
IIJO8,,180.0,2261.02,12.0,11.0,6.35,4.74,28.0,12200.0,25.0,3.43,11.07,1909.0,1.0,0.0,
8IMGC,,,2221.24,5.0,10.0,6.28,4.44,24.0,12000.0,12.0,3.02,3.67,1918.0,0.0,1.0,2.0
E44O6,5000.0,75.0,5319.97,10.0,10.0,4.0,6.0,18.0,5000.0,10.0,3.0,7.0,1912.0,0.0,1.0,2.0
YH2TH,3000.0,150.0,2159.04,10.0,9.0,5.0,4.0,21.27,9000.0,15.0,1.8,5.82,1919.0,0.0,1.0,2.0
N5THB,2000.0,150.0,1948.33,20.0,9.88,4.54,0.83,35.0,,6.0,5.0,1.0,1917.0,0.0,1.0,2.0
2KRLX,1000.0,584.0,2912.6,,19.0,7.34,9.93,48.0,26300.0,13.3,7.0,1.64,1917.0,0.0,1.0,2.0
ICCF8,8000.0,220.0,5798.36,10.0,20.0,10.0,10.0,70.0,22000.0,8.0,3.0,5.0,1920.0,0.0,1.0,2.0
OB4ZG,,,2912.44,10.0,20.0,10.0,10.0,38.21,,8.0,3.0,5.0,,1.0,0.0,
1Y5E9,3333.0,100.0,1315.11,5.0,10.26,9.0,2.41,20.0,,6.74,4.81,1.64,1910.0,0.0,1.0,2.0
Q3BD2,4167.0,,3201.18,20.0,11.0,5.76,3.93,30.0,12000.0,15.0,4.0,11.0,1918.0,0.0,1.0,2.0
AGO1J,4000.0,250.0,2800.86,10.0,12.0,7.0,5.0,49.0,12300.0,16.0,2.0,14.0,1920.0,0.0,1.0,2.0
1VGZE,4000.0,150.0,1797.66,7.0,10.04,30.0,1.81,21.27,11000.0,15.0,2.42,5.82,1920.0,0.0,1.0,2.0
BCWTT,2000.0,50.0,1169.46,25.0,7.29,4.91,1.99,18.0,10000.0,4.0,1.0,3.0,1919.0,0.0,1.0,2.0
5ZJUZ,2000.0,85.0,1752.52,,4.0,2.0,2.0,20.0,8000.0,6.0,3.0,3.0,1919.0,0.0,1.0,2.0
DXSZ0,3000.0,125.0,2296.44,20.0,8.0,5.0,3.0,20.0,80000.0,9.0,1.0,8.0,1919.0,0.0,1.0,2.0
7G881,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
S0FZ4,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
Q56VB,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
0OVFU,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
SB6NA,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
HRX01,2500.0,150.0,2279.17,20.0,11.0,6.93,3.7,21.27,10000.0,15.0,2.49,5.82,1920.0,0.0,1.0,2.0
5271F,,150.0,2252.55,10.0,12.0,7.47,4.61,21.81,15000.0,10.0,2.39,3.67,1919.0,0.0,1.0,2.0
AQDWR,,,1660.5,,12.98,14.0,2.14,60.0,16600.0,44.0,2.0,42.0,1919.0,0.0,1.0,2.0
ZXQ8C,4000.0,200.0,3184.31,,11.39,7.28,2.15,40.0,17200.0,33.0,4.0,29.0,1920.0,0.0,1.0,2.0
QOGUZ,,70.0,2033.89,,18.0,8.0,10.0,16.0,10000.0,10.0,2.3,3.67,1918.0,0.0,1.0,2.0
SYBFK,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
I2IGV,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,1.0,
HADZ3,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
2UF2I,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
CF7C2,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
6ODH3,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
VIX2M,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
2X0JE,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
I4LAA,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
8DRFV,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
