ID,REST: Monthly Sales MOD,REST: Monthly rent MOD,REST: Monthly Expenses MOD,REST: Dividends MOD,REST: Staff size MOD,REST: No Wtr MOD,REST: No Ktch Wkr MOD,REST: No tables MOD,REST: Total Capital MOD,REST: Total Partners MOD,REST: No Act Part MOD,REST:  No Pass Part MOD,REST: Applicant invest yr MOD,LRC: Did the applicant apply for Laborer's Return Certificate? MOD,MRC: Did the applicant apply for Merchant's Return Certificate? MOD,MRC: Total number of witnesses
J4K1X,,,1227.52,,8.31,7.84,2.15,35.7,,6.74,3.48,1.64,1918.0,0.0,1.0,1.0
JM36P,,,1227.52,,8.31,7.84,2.15,35.7,,6.74,3.48,1.64,1918.0,0.0,1.0,2.0
CWQ7P,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
KR7SM,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
ZOF0S,,70.0,2216.56,,8.0,4.1,3.67,16.0,10000.0,10.0,1.71,3.67,1918.0,0.0,1.0,2.0
2C687,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
JSRV7,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
W37RM,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
K9KRW,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
F5W1A,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
10VWA,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,1.0,
WIWUO,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
O68KX,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
HWB6S,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
30FDD,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
FVC0,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
ESYX3,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
3CFJE,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
XXL62,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,1.0,
GORRP,,,1777.06,,10.0,5.03,5.04,35.7,,6.74,3.48,1.64,,0.0,0.0,
4YSX9,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
MYKOB,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
UAP4H,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
PQYRG,,,1262.64,,8.31,7.82,1.76,35.7,,4.0,2.99,1.64,,1.0,0.0,
I9MQB,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
IT57U,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
OBRRK,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
NL90J,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
1WNLU,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
DT81X,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
TPXEV,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
QT3UN,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
2GOUV,,,1209.97,,8.31,7.84,1.94,35.7,,4.0,2.99,1.64,1906.0,1.0,0.0,
6ZJ2O,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
CNFJ2,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
QZUCG,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
NIDG0,,,1262.64,,8.31,7.82,1.93,35.7,,3.0,2.99,1.64,,1.0,0.0,
Y4IX8,,,1230.07,,7.29,7.49,1.99,21.27,2400.0,4.0,1.72,1.64,,1.0,0.0,
BL6K8,,,1216.08,33.0,7.29,7.52,2.2,21.27,2400.0,4.0,1.68,1.64,1903.0,1.0,0.0,
CQ0EJ,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
QOBXV,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
QA0PQ,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
13D4N,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
YV08B,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
AUROZ,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
P5CJA,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,1.0,0.0,
O2FJZ,,,1280.2,,8.31,7.84,2.12,35.7,,6.74,3.48,1.64,,0.0,0.0,
AB98B,667.0,,1243.46,,7.95,6.67,2.06,35.7,,6.74,2.87,1.64,1921.0,1.0,0.0,
PFKA6,4000.0,150.0,2271.25,,22.0,10.0,12.0,16.0,10000.0,12.0,3.15,3.67,1922.0,1.0,0.0,
